#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,eFG%,TS%
1194,Chris Carr,4,11,6,2.3,4,56.3,0.5,1.3,40,1,1.3,80,0.8,1.5,2.3,1.3,0.5,0.3,1.3,62.5,65.9
1194,Alexander Ellis,16,18.2,6,2.3,5.6,41.1,-,-,-,1.4,2.4,56.4,-,-,6.6,1.1,-,-,-,41.1,44.8
1194,Pervis Ellison,4,17,6,2.8,4.8,57.9,0,0,0,0.5,0.5,100,2.8,1.5,4.3,0.5,0.5,1.3,1,57.9,60.4
1194,Francisco Garcia,14,16.2,6,2.1,4.8,43.3,1.3,3.1,40.9,0.6,0.8,72.7,0.3,1.4,1.7,0.7,0.4,0.5,0.3,56.7,58.5
1194,Leo Gottlieb,4,-,6,2.5,9.8,25.6,-,-,-,1,1.5,66.7,-,-,-,0.3,-,-,-,25.6,28.8
1194,Kevin Knox II,2,4.5,6,1.5,2.5,60,1,2,50,2,2,100,0,1.5,1.5,0.5,0.5,0.5,1.5,80,88.8
1194,Ron Lee,2,20.5,6,2.5,8,31.3,-,-,-,1,1,100,1,2,3,1.5,2,0,2,31.3,35.5
1194,Paul Long,1,4,6,3,3,100,-,-,-,0,0,0,-,-,0,1,-,-,-,100,100
1194,Bob McCann,1,13,6,3,6,50,0,0,0,0,0,0,1,1,2,0,0,1,2,50,50
1194,Lamond Murray,14,18.7,6,1.9,5.3,36.5,1,3,33.3,1.1,1.3,88.9,0.8,2.7,3.5,0.4,0.4,0.2,0.5,45.9,51.3
1194,Jaylen Nowell,1,12,6,3,10,30,0,5,0,0,0,0,0,0,0,1,1,0,0,30,30
1194,Johnny O'Bryant III,1,12,6,3,8,37.5,0,0,0,0,0,0,1,2,3,0,0,0,0,37.5,37.5
1194,Carlos Ogden,2,8,6,2.5,5.5,45.5,-,-,-,1,2,50,-,-,1.5,3,-,-,-,45.5,47
1194,Eric Paschall,1,10,6,2,3,66.7,1,2,50,1,1,100,0,1,1,0,0,0,0,83.3,87.2
1194,Jim Price,23,21,6,2.6,7.3,35.1,-,-,-,0.9,1.4,62.5,0.8,1.8,2.4,2.7,1.3,0.1,1,35.1,37.9
1194,Don Ray,3,-,6,1.3,4.3,30.8,-,-,-,3.3,3.7,90.9,-,-,-,0,-,-,-,30.8,50.4
1194,Jake Voskuhl,6,16.3,6,2,2.8,70.6,0,0,0,2,2.2,92.3,1.5,2.2,3.7,0.3,0.7,0.7,1,70.6,79.2
1213,Bruce Bowen,135,31,6,2.1,5.4,39.4,1.2,2.9,42.2,0.5,0.9,55.3,0.4,2.3,2.7,1.3,0.8,0.5,0.6,51,51.8
1214,Ian Clark,41,13.7,6,2.3,4.8,47.5,0.7,2,35.4,0.7,0.8,90.3,0.2,1.1,1.3,0.9,0.5,0,0.7,54.8,57.9
1215,Arron Afflalo,35,18.4,6,2.3,5.5,42.4,0.5,1.8,25.8,0.9,1.1,77.5,0.2,1.5,1.7,1.2,0.3,0.2,0.7,46.6,50.1
1216,Tony Allen,112,19.2,6,2.3,5.1,44.7,0,0.4,10.6,1.3,1.9,71.6,1.1,1.9,3,0.9,1.2,0.4,1,45.1,50.2
1217,Tim Perry,23,13.1,6,2.3,4,57.6,0,0,0,1.3,2.3,59.6,1,1.7,2.7,0.6,0.3,0.6,0.9,57.6,59.6
1218,Leonard Gray,17,18.5,5.9,2.6,5.9,44.6,-,-,-,0.6,0.8,84.6,0.8,2.4,3.2,1.2,0.8,0.3,-,44.6,47.3
1219,Timothe Luwawu-Cabarrot,13,13.4,5.9,1.9,5.6,34.2,1.2,3.7,33.3,0.8,0.9,91.7,0.1,1.5,1.6,0.6,0.2,0,0.8,45.2,49.2
1220,Dick Schulz,25,-,5.9,1.6,7.5,21.3,-,-,-,2.7,3.8,70.8,-,-,-,1.4,-,-,-,21.3,32.1
1221,Smush Parker,12,26.4,5.9,2.2,7.1,30.6,0.4,2.7,15.6,1.2,1.2,100,1.1,1.3,2.3,1.2,1.5,0.2,1.3,33.5,38.9
1222,Dave Stallworth,40,14.5,5.9,2.3,5.8,40,-,-,-,1.3,1.7,76.5,-,-,3.4,0.9,-,-,-,40,45.4
1222,Jon Sundvold,10,15.7,5.9,2.5,5.7,43.9,0.4,1.8,22.2,0.5,0.6,83.3,0.2,0.5,0.7,2.5,0.4,0,0.9,47.4,49.5
1222,Marcus Thornton,10,12.4,5.9,2.1,5.4,38.9,0.5,2.1,23.8,1.2,1.8,66.7,0.7,1.2,1.9,0.1,0.2,0.1,0.2,43.5,47.6
1225,Iman Shumpert,79,22.8,5.9,2,5.2,38.8,1,2.8,37.6,0.8,1.1,74.4,0.7,2.8,3.5,0.9,0.8,0.3,0.6,48.8,51.8
1226,Johnny McCarthy,27,29.9,5.9,2.3,6,38.9,-,-,-,1.2,1.7,73.3,-,-,3.6,4.9,-,-,-,38.9,43.7
1227,Rodions Kurucs,8,15.8,5.9,2.4,5,47.5,0.3,2,12.5,0.9,1.4,63.6,1.1,3,4.1,0.8,0.4,0.3,0.6,50,52.4
1228,Ed Pinckney,30,18.7,5.9,2.1,3.4,61.4,0,0,0,1.7,2.1,82.5,2.1,2.4,4.5,0.4,0.6,0.4,0.7,61.4,68.4
1229,Wayne Cooper,74,17.2,5.9,2.4,5.4,44.5,0,0,0,1.1,1.5,70.9,1.8,3,4.8,0.8,0.3,1.3,0.9,44.5,48.4
1230,Clem Haskins,28,11.5,5.9,2.4,5.2,46.9,-,-,-,1,1.4,73.7,0.3,0.3,1.3,1.4,0.1,0.1,-,46.9,50.7
1231,Ed Fleming,13,13.7,5.8,2.1,5.9,35.1,-,-,-,1.7,1.9,88,-,-,3,1.4,-,-,-,35.1,43.2
1231,Dean Garrett,13,20.5,5.8,2.3,4.7,49.2,0,0,0,1.2,1.8,69.6,2.4,2.4,4.8,0.7,0.4,0.6,0.2,49.2,53.4
1233,Chuck Gilmur,19,-,5.8,2.3,9.6,23.6,-,-,-,1.3,2.1,64.1,-,-,-,0.7,-,-,-,23.6,27.9
1234,Don Meineke,25,20.3,5.8,1.6,4.6,35.1,-,-,-,2.6,3.5,75,-,-,4,1,-,-,-,35.1,47.8
1235,Brent Barry,88,19.7,5.8,1.9,4.4,44.6,1.2,2.8,41.6,0.8,1,80.2,0.4,1.7,2,1.7,0.5,0.2,0.9,58,61
1236,Jim Barnes,11,18.2,5.8,2.4,5.7,41.3,-,-,-,1.1,1.6,66.7,-,-,5.5,0.5,-,-,-,41.3,45.1
1237,Clint Richardson,72,19.3,5.8,2.5,5,49.9,0,0,0,0.9,1.3,68.9,1,1.7,2.7,1.7,0.7,0.2,1,49.9,52.7
1238,Immanuel Quickley,5,15.4,5.8,2,6.6,30.3,0.8,2.2,36.4,1,1.4,71.4,0,1.4,1.4,1,0.6,0,1.2,36.4,40.2
1238,Dwayne Schintzius,5,21.2,5.8,2.6,5.8,44.8,0,0,0,0.6,1.2,50,1.2,3.8,5,0.8,0.2,1.2,0.6,44.8,45.8
1240,Quincy Pondexter,34,18.1,5.8,2,4.4,46.6,0.9,2.1,40.8,0.9,1.3,68.2,0.4,1.8,2.2,0.8,0.7,0.1,0.4,56.4,58.9
1241,John Henson,14,19.4,5.8,2.6,4.9,53.6,0,0.1,0,0.5,1.2,41.2,1.9,3.2,5.1,0.7,0.6,1.2,1.3,53.6,53
1241,Eddie Robinson,14,16.9,5.8,2.6,5.1,50,0.1,0.2,33.3,0.6,0.6,100,0.7,1.9,2.6,0.9,0.4,0.4,0.4,50.7,53.6
1243,Haywoode Workman,41,21.8,5.8,2,5.5,35.6,0.3,1.1,23.4,1.6,1.9,84.6,0.4,1.6,2.1,4,1.1,0,1.5,38,45.7
1244,Darius Morris,9,13.1,5.8,2.1,4.3,48.7,0.4,1.1,40,1.1,1.4,76.9,0.1,0.4,0.6,1.7,0.2,0,0.8,53.8,58.1
1244,Brent Price,9,19.2,5.8,1.9,4.3,43.6,1.1,3,37,0.9,1,88.9,0.4,1.4,1.9,2.2,0.9,0.1,1.3,56.4,60.5
1246,Rick Mahorn,106,22.9,5.8,2.3,5,47.2,0,0,0,1.1,1.4,75,1.4,4,5.5,0.7,0.4,0.6,0.9,47.2,51.4
1247,Rick Adelman,21,15.7,5.8,2,4.6,44.8,-,-,-,1.7,2.7,62.5,0.1,0.7,1.3,1.9,0.5,0,-,44.8,50.1
1247,Cornell Warner,21,26.7,5.8,2.6,5.9,43.9,-,-,-,0.6,0.9,68.4,1.8,6.4,8.2,1.2,0.4,0.7,-,43.9,46.1
1249,Rich Kelley,45,19.1,5.8,2,4.4,46.7,0,0,0,1.7,2.1,79.8,2.1,3.4,5.5,2.3,0.9,0.5,1.5,46.7,54.3
1250,Mark Alarie,4,11.3,5.8,2.5,4.3,58.8,0.3,0.5,50,0.5,0.5,100,0,1.5,1.5,0.3,0.5,0.5,1,61.8,64.3
1250,Charlie Bell,8,14.5,5.8,2.1,5.6,37.8,0.6,1.5,41.7,0.9,0.9,100,0.3,0.1,0.4,0.9,0.4,0.3,0.5,43.3,47.8
1250,Luc Mbah a Moute,32,23.9,5.8,2.1,4.9,41.8,0.3,1.2,21.6,1.4,2.1,66.7,1,2.7,3.7,0.7,0.7,0.3,0.7,44.3,49.2
1250,Larry Micheaux,8,15.3,5.8,2.3,4.6,48.6,0,0.1,0,1.3,2.5,50,3,2.3,5.3,0.4,0,0.9,0.6,48.6,50.2
1250,Jerome Moiso,4,15,5.8,2.5,4,62.5,0,0,0,0.8,1,75,2,2,4,1.3,0,1.8,1,62.5,64.8
1250,Max Strus,4,13.3,5.8,2,4.8,42.1,1,3.3,30.8,0.8,1,75,0,0.8,0.8,1.3,1,0.3,0.3,52.6,55.4
1256,Ryan Anderson,46,20.3,5.7,2,5.5,36.3,1.1,3.3,32.5,0.7,0.8,91.7,1.2,2.5,3.7,0.7,0.4,0.2,0.7,46,49.5
1257,Mike Scott,57,15.3,5.7,2.2,4.7,45.9,0.8,2.2,33.6,0.6,0.7,85.7,0.7,2.3,3,0.5,0.3,0.1,0.5,53.9,56.7
1258,Bob Harrison,59,21.8,5.7,2.3,6.1,38.5,-,-,-,1.1,1.5,68.9,-,-,2.4,2,-,-,-,38.5,42.5
1259,Rudy Fernandez,18,20.1,5.7,1.7,4.4,38.8,1.2,2.9,42.3,1.1,1.3,79.2,0.3,1.8,2.2,1.1,0.6,0.2,0.9,52.5,56.9
1259,Martell Webster,18,19.5,5.7,2.1,5.3,40,0.6,2.4,25,0.9,1.5,59.3,0.6,2.2,2.8,0.5,0.5,0.4,0.4,45.8,48.2
1261,Pat Riley,44,14.6,5.7,2.5,6.8,37.4,-,-,-,0.7,0.9,76.3,0.3,0.3,1.5,1.2,0.4,0,-,37.4,40
1262,Brian Shaw,127,19.2,5.7,2.2,5.5,39.5,0.6,1.9,31.8,0.7,1,72.5,0.5,2.3,2.8,3,0.5,0.2,1.2,45,47.8
1263,Paul Griffin,10,25.2,5.7,2.1,3.8,55.3,0,0,0,1.5,2.6,57.7,1.9,3.6,5.5,3.5,0.6,0.6,1.6,55.3,57.6
1263,Steve Kuberski,50,12.3,5.7,2.2,4.8,46,-,-,-,1.3,1.7,77.4,0.9,1.7,3,0.5,0,0.1,-,46,51.6
1265,Bismack Biyombo,23,24.1,5.7,1.9,3.2,58.1,0,0,0,2,3.4,57.7,2.5,6.1,8.6,0.4,0.3,1.3,0.9,58.1,60.5
1266,Jordan Crawford,13,10.1,5.7,2.1,5.3,39.1,0.6,2.1,29.6,0.9,1.2,75,0.3,0.9,1.2,0.2,0.3,0,0.8,44.9,48.7
1266,Donte DiVincenzo,13,18.1,5.7,2,5.2,38.8,0.7,2.5,27.3,1,1.5,65,0.8,3.2,3.9,1.5,0.8,0.3,1.2,45.5,48.8
1268,Sam Bowie,29,22.2,5.7,2.2,5.5,40.3,0.1,0.1,50,1.2,1.8,67.3,1.7,3.8,5.5,1.3,0.5,1.4,1,40.9,45.4
1269,Jannero Pargo,41,13.3,5.7,2,5.6,36.2,1,2.7,36.7,0.7,0.9,71.1,0.3,1.1,1.4,1.5,0.6,0.1,0.8,45,47.4
1270,Spencer Hawes,34,16.4,5.7,2.3,5.2,44.9,0.2,0.5,38.9,0.8,1.1,73.7,0.9,3.1,4.1,1.1,0.2,0.6,0.9,46.9,50.1
1271,Udonis Haslem,147,21.7,5.7,2.3,4.7,48,0,0,0,1.1,1.6,71.3,1.6,4,5.6,0.6,0.4,0.3,0.8,48,52.4
1271,Darnell Hillman,18,20.7,5.7,2.3,6.2,36.9,-,-,-,1.1,1.8,62.5,2.4,3.8,6.3,1.4,0.6,0.6,1.9,36.9,40.8
1271,Dave Newmark,6,7,5.7,2.5,5.5,45.5,-,-,-,0.7,0.7,100,-,-,2,0.3,-,-,-,45.5,48.9
1271,Buckshot O'Brien,3,22.3,5.7,1.7,4.3,38.5,-,-,-,2.3,2.3,100,-,-,1.3,1,-,-,-,38.5,52.9
1271,Ben Scharnus,3,-,5.7,2,7,28.6,-,-,-,1.7,3,55.6,-,-,-,0.7,-,-,-,28.6,34.1
1271,Milt Schoon,3,-,5.7,1.7,5.7,29.4,-,-,-,2.3,3.3,70,-,-,-,1,-,-,-,29.4,39.7
1277,Donatas Motiejunas,11,11.1,5.6,2.2,4.5,49,0.4,0.9,40,0.9,1.8,50,1.3,1.8,3.1,0.6,0.4,0.2,1.1,53.1,53.6
1278,Gus Bailey,8,14.5,5.6,2.3,4.5,50,-,-,-,1.1,1.3,90,0.8,1.6,2.4,2,0.8,0.3,-,50,55.7
1278,Thon Maker,16,19.7,5.6,1.9,5.3,35.3,0.5,2.6,19,1.4,1.7,81.5,1.1,2.1,3.2,1.3,0.4,1.6,0.9,40,46.4
1280,Darius Songaila,21,15.6,5.6,2.2,4.5,48.4,0,0.1,0,1.2,1.4,89.7,1,1.5,2.5,0.6,0.3,0.1,0.8,48.4,54.8
1281,Ronnie Brewer,47,18.2,5.6,2.2,4.7,47.1,0.1,0.3,26.7,1.1,1.6,67.6,0.8,1.8,2.6,1.2,0.8,0.3,0.6,48,51.7
1282,Jim Loscutoff,57,17.5,5.6,2.4,7.4,32.4,-,-,-,0.8,1.4,60.8,-,-,5.2,0.6,-,-,-,32.4,35.2
1283,Keon Clark,28,16,5.6,2,4.3,47.9,0,0,0,1.5,2,75.4,1.3,2.6,3.8,0.6,0.3,0.7,1.1,47.9,54.5
1284,Aaron Williams,53,17.2,5.6,2.2,4.5,47.9,0,0,0,1.3,1.7,77.5,1.2,2.2,3.4,0.7,0.3,0.8,1,47.9,53.6
1285,Chet Carlisle,10,-,5.6,2,8.8,22.7,-,-,-,1.6,2.8,57.1,-,-,-,0.2,-,-,-,22.7,27.9
1285,Joe Meriweather,10,19.9,5.6,2.4,4.9,49,0,0,0,0.8,1.4,57.1,1.2,1.9,3.1,0.5,0.5,0.7,0.9,49,50.8
1287,Damon Jones,59,19.8,5.6,1.9,4.5,42.7,1.2,3.2,38.2,0.5,0.8,66,0.2,1.7,1.8,2.5,0.3,0,0.6,56,57.4
1288,Larry Nance Jr.,22,15.8,5.6,2.4,3.5,67.5,0.1,0.3,33.3,0.8,1.6,48.6,1.8,2.9,4.6,1,0.8,0.6,0.7,68.8,66.6
1289,Marc Jackson,12,14.7,5.6,1.8,4.3,42.3,0,0.1,0,1.9,2.5,76.7,1.1,2.3,3.4,0.7,0.3,0.3,1.3,42.3,51.4
1290,David Lee,43,15.5,5.6,2.3,4.8,49,0,0,0,0.9,1.3,66.7,1.4,3,4.4,1,0.3,0.2,0.7,49,51.9
1291,Harvey Grant,19,21.7,5.6,2.4,5.4,43.7,0.3,0.9,35.3,0.5,1.1,50,0.7,2.1,2.8,0.7,0.2,0.5,0.4,46.6,47.4
1292,Coby Dietrick,28,18.6,5.6,2.6,5.9,44.5,0,0.1,0,0.4,0.7,50,1.5,2.6,4.1,1.4,0.7,0.4,1.1,44.5,45.1
1292,Jack Stephens,7,16.6,5.6,1.7,5.9,29.3,-,-,-,2.1,3.6,60,-,-,3.3,1.3,-,-,-,29.3,37.5
1294,Jeff Cook,30,15.6,5.6,1.8,3.6,50.9,0,0.1,50,1.9,2.5,75.7,1.2,2.5,3.7,1,0.4,0.3,0.8,51.4,59.4
1295,Kurt Thomas,96,19.7,5.6,2.3,5,46.3,0,0,0,0.9,1.2,74.8,1.5,3.8,5.4,0.7,0.4,0.5,1,46.3,49.9
1296,Jared Jeffries,25,23.2,5.6,2.1,4.8,43.8,0.2,0.5,30.8,1.2,1.5,76.3,2.3,2.1,4.4,1.1,0.6,0.9,1.1,45.5,50.5
1297,Bill Calhoun,18,-,5.6,1.8,4.3,42.3,-,-,-,1.9,2.6,73.9,-,-,2.9,1.9,-,-,-,42.3,50.9
1297,Clar. Weatherspoon,18,16.9,5.6,2,5.1,39.6,0,0,0,1.6,2.6,59.6,1.3,2.3,3.7,0.2,0.6,0.2,0.6,39.6,44.8
1299,Michael Sweetney,11,16.4,5.5,1.9,4.3,44.7,0,0,0,1.7,2.5,70.4,1.8,2.1,3.9,0.6,0.3,0.6,0.6,44.7,51.8
1300,Dick O'Keefe,13,-,5.5,2,5.6,35.6,-,-,-,1.5,2.2,71.4,-,-,-,1.2,-,-,-,35.6,42.2
1301,Trent Tucker,66,16,5.5,2.2,4.8,44.9,0.8,1.8,41.7,0.5,0.7,69.8,0.5,1,1.4,1.5,0.7,0.1,0.6,52.8,54.3
1302,Juwan Howard,49,17.5,5.5,2,5.1,39.4,0,0,0,1.5,1.9,75.8,1.2,2,3.2,0.7,0.3,0.2,0.5,39.4,46.1
1303,Jose Alvarado,2,16,5.5,2,3.5,57.1,1.5,2,75,0,0,0,0,0.5,0.5,1.5,0.5,0.5,0.5,78.6,78.6
1303,Jake Bornheimer,4,-,5.5,2,5,40,-,-,-,1.5,2.3,66.7,-,-,-,0.5,-,-,-,40,45.9
1303,Archie Dees,2,9,5.5,2,6,33.3,-,-,-,1.5,1.5,100,-,-,2,1,-,-,-,33.3,41.3
1303,Gene Englund,2,-,5.5,0.5,0,0,-,-,-,4.5,5.5,81.8,-,-,-,0,-,-,-,0,113.6
1303,Langston Galloway,6,20.8,5.5,2,6.8,29.3,1.5,4.5,33.3,0,0.2,0,0.3,2.5,2.8,0.8,0.3,0.8,0.3,40.2,39.8
1303,Ed Gray,8,8.9,5.5,1.9,5.1,36.6,0.5,1.4,36.4,1.3,1.4,90.9,0.3,0.9,1.1,0.5,0.8,0.1,0.3,41.5,48
1303,Rondae Hollis-Jefferson,14,9.8,5.5,1.7,3.4,50,0.1,0.1,50,2,2.6,77.8,0.8,1.4,2.1,0.6,0.3,0.5,0.3,51,60.3
1303,JaVale McGee,64,12.7,5.5,2.4,3.9,60.9,0,0.1,0,0.8,1.4,54.9,1.6,2.4,4,0.4,0.3,1.1,0.7,60.9,61.1
1303,Loy Vaught,12,13.1,5.5,2.3,4.1,57.1,0.2,0.3,50,0.7,0.9,72.7,0.7,3.2,3.8,0.5,0.6,0.3,0.7,59.2,61.3
1303,Charlie Ward,72,21.8,5.5,2,4.8,42.2,0.8,2.3,34.9,0.6,0.9,71,0.5,2.1,2.5,3.7,1.5,0.1,1.3,50.6,52.8
1313,Mike Brown,44,16,5.5,1.8,4.1,44.1,0,0,0,1.9,2.4,79,1.2,2.5,3.7,0.5,0.2,0.1,0.9,44.1,53.5
1314,Bob Donham,17,23.2,5.5,1.8,4.8,38.3,-,-,-,1.8,4.5,40.8,-,-,3.2,2.2,-,-,-,38.3,40.6
1315,C.J. Watson,48,16.7,5.5,2,5.4,36.3,0.6,1.8,31.4,1,1.4,70.1,0.2,1.5,1.8,2,0.7,0,0.8,41.5,45.4
1316,Mccoy McLemore,18,13.3,5.4,1.9,5.1,37.4,-,-,-,1.7,2.1,78.9,-,-,2.7,0.9,-,-,-,37.4,45.5
1317,Joe Smith,62,17.4,5.4,2.1,4.6,45.1,0,0.1,37.5,1.3,1.6,78,1.3,2.6,3.9,0.3,0.4,0.6,0.5,45.6,51.4
1318,Eddie Jordan,7,13.3,5.4,2.1,5.7,37.5,0,0.1,0,1.1,1.3,88.9,0.9,1.3,2.1,3.3,1.4,0.4,1,37.5,43.2
1318,Charlie Pittman,21,16,5.4,2,3.5,56.8,0,0,0,1.4,2.2,65.2,1.5,2.5,4,1,0.2,0.4,1.2,56.8,60.5
1320,Len Chappell,22,12.4,5.4,2,4.8,41.9,-,-,-,1.4,2,68.9,-,-,3.1,0.8,-,-,-,41.9,47.7
1321,Tom Marshall,5,16.6,5.4,2,7.4,27,-,-,-,1.4,2,70,-,-,6.6,0.8,-,-,-,27,32.6
1322,Don Collins,8,18.9,5.4,2.4,5.5,43.2,0,0,0,0.6,0.9,71.4,1.1,1.6,2.8,0.8,0.5,0.1,1.4,43.2,45.7
1323,Frank Johnson,54,14.8,5.4,1.9,4.8,39.7,0.1,0.5,27.6,1.4,1.7,85.7,0.4,0.8,1.2,2.3,0.6,0,1.1,41.2,48.8
1324,Mirza Teletovic,19,13.9,5.4,1.9,4.9,39.8,1.1,3.4,31.3,0.4,0.6,66.7,0.8,1.7,2.5,0.2,0.4,0.1,0.4,50.5,51.9
1325,Matthew Dellavedova,52,18.8,5.4,1.8,5.1,35.4,0.8,2.5,30.3,1,1.3,77.9,0.3,1.1,1.4,2.6,0.3,0,1.2,43,47.6
1326,Bob Portman,11,13.5,5.4,2.2,5.5,39.3,-,-,-,1,1.3,78.6,-,-,2.7,0.3,-,-,-,39.3,43.9
1327,Darrell Arthur,28,13.4,5.4,2.3,4.9,46.4,0,0.1,33.3,0.8,0.9,80.8,1,1.4,2.4,0.5,0.3,0.6,0.7,46.7,50.2
1328,Kevon Looney,45,18.9,5.4,2.3,3.8,61.8,0,0,0,0.7,1.2,59.6,1.9,2.4,4.3,0.9,0.6,0.4,0.5,61.8,62.5
1329,Chuck Cooper,26,20.4,5.3,1.7,4.9,34.6,-,-,-,2,2.5,78.5,-,-,4.5,1,-,-,-,34.6,44.7
1329,Tom McMillen,26,16.5,5.3,2.2,5.1,43.9,0,0,0,0.9,1.1,79.3,1.2,2,3.2,0.8,0.4,0.1,0.8,43.9,48
1331,,3,16.7,5.3,2,5,40,0,0,0,1.3,1.7,80,1.3,4.7,6,0,1.3,0.3,1,40,46.5
1331,Pat Cummings,30,15.1,5.3,2.2,5.3,42.1,0,0,0,0.9,1,83.9,1.3,2.5,3.7,0.7,0.2,0.1,0.7,42.1,46.3
1331,Fred Hoiberg,24,19.9,5.3,1.8,4.1,44.9,1,2.1,46,0.7,0.8,94.4,0.4,2.6,3,1.1,0.8,0,0.3,56.6,60.4
1331,Shelvin Mack,30,13.1,5.3,1.8,4.8,38.2,0.8,2.3,36.8,0.8,1.1,75.8,0.4,1.5,1.9,2,0.5,0,0.6,46.9,50.5
1331,Marreese Speights,60,9.7,5.3,2,4.9,41,0.4,1.1,39.7,0.9,1.4,67.1,0.9,1.6,2.5,0.4,0.2,0.4,0.6,45.2,48.6
1331,Ray Wertis,3,-,5.3,2,8.7,23.1,-,-,-,1.3,1.7,80,-,-,-,2,-,-,-,23.1,28.4
1331,Rory White,3,13.3,5.3,2.3,4.7,50,0,0.3,0,0.7,1.3,50,0.3,3,3.3,0,0,0,0.3,50,50.8
1338,Chris Andersen,73,17.1,5.3,1.9,3,63.1,0,0,0,1.6,2.3,68.9,1.6,3.4,5,0.4,0.4,1.2,0.6,63.1,67
1339,Chucky Brown,41,15.9,5.3,2,4.3,46.9,0,0.1,40,1.2,1.7,71.4,0.8,2,2.8,0.5,0.4,0.2,0.5,47.5,52.5
1340,Joe Ellis,38,15.1,5.3,2.2,7.1,30.7,-,-,-,0.9,1.4,69.2,-,-,3.4,0.6,-,-,-,30.7,34.5
1341,Jim Krebs,62,18.2,5.3,2,5.5,37.2,-,-,-,1.2,1.5,78.1,-,-,5.6,0.9,-,-,-,37.2,42.9
1342,J.R. Reid,47,16.7,5.3,1.8,4.2,43.7,0,0.1,0,1.6,2.1,79.4,1,2.5,3.6,0.7,0.5,0.4,0.9,43.7,51.9
1343,Duane Ferrell,34,13.8,5.3,1.8,4.3,42.2,0.1,0.3,33.3,1.6,2.3,68.8,1.3,0.9,2.1,1.1,0.3,0.1,0.7,43.2,49.8
1344,Roger Mason Jr.,24,17,5.3,1.9,5.2,36.8,0.9,2.8,33.3,0.5,0.7,76.5,0.1,0.8,1,0.9,0.3,0,0.5,45.6,47.9
1345,Jim Brewer,31,23.9,5.3,2.2,4.7,46.9,0,0,0,0.9,1.7,51.9,2,4.6,6.6,1.6,0.8,0.8,0.3,46.9,48.6
1346,John Barnhill,21,20,5.3,2.2,5.4,40.7,-,-,-,0.9,1.5,61.3,-,-,2,2.1,-,-,-,40.7,43.8
1346,Derrick Chievous,7,9.7,5.3,1.6,3.9,40.7,0,0,0,2.1,2.7,78.9,1,0.3,1.3,0.6,0.3,0.1,0.9,40.7,52.3
1346,Gary Clark,7,21.1,5.3,1.6,4.7,33.3,1.6,4.6,34.4,0.6,0.7,80,0.6,3.6,4.1,1,0.7,0.3,0.3,50,52.6
1346,Meyers Leonard,28,12.7,5.3,2.1,3.8,55.2,0.9,1.9,48.1,0.2,0.5,46.2,0.5,2.6,3.1,0.8,0.2,0.1,0.4,67.6,66.8
1346,Jim Paxson,7,12,5.3,1.7,6.7,25.5,-,-,-,1.9,3.1,59.1,-,-,3.1,1.1,-,-,-,25.5,32.6
1346,Larry Staverman,7,10,5.3,1.6,3.3,47.8,-,-,-,2.1,2.7,78.9,-,-,3.7,0.7,-,-,-,47.8,59
1352,M.L. Carr,67,15,5.3,2.1,5.6,38.2,0.1,0.3,22.7,1,1.4,71.4,0.9,1,1.9,1,0.6,0.1,0.6,38.8,43
1353,Landry Shamet,32,19.8,5.3,1.8,4.4,40.4,1.1,3.2,35.6,0.6,0.7,86.4,0.1,1.6,1.7,1.1,0.6,0.1,0.8,53.2,56.1
1354,Theo Ratliff,44,19.8,5.3,2,4.1,49.7,0,0,0,1.2,1.9,64.3,1.7,2.6,4.3,0.4,0.5,1.5,0.8,49.7,53.7
1355,Georges Niang,26,13.3,5.3,1.9,4.5,43.1,1.2,3.1,38.3,0.2,0.2,100,0.3,1.7,1.9,0.7,0.1,0.1,0.5,56.5,57.7
1356,Reggie Johnson,19,14.4,5.3,1.9,4.3,45.7,0,0,0,1.4,1.7,78.8,0.8,1.2,2.1,1,0.3,0.3,0.9,45.7,52.3
1357,DeShawn Stevenson,42,17.8,5.3,1.7,5.1,32.7,1.1,3.2,35.3,0.8,1,79.1,0.2,1.2,1.4,1,0.5,0.1,0.6,43.7,47.4
1358,Togo Palazzi,23,9.4,5.3,2.1,5.9,35.3,-,-,-,1.1,1.7,64.1,-,-,2.6,0.5,-,-,-,35.3,39.5
1359,Jon Barry,62,15,5.3,1.8,4.4,40.4,1,2.4,40.3,0.8,0.9,85.7,0.4,1.5,1.9,1.4,0.5,0,0.8,51.5,55.3
1360,Wenyen Gabriel,4,13.3,5.3,2.3,3.8,60,0.5,1.3,40,0.3,0.5,50,1.8,0.8,2.5,1,0.5,0.5,1.3,66.7,66.1
1360,Jan Van Breda Kolff,4,24.3,5.3,2,5.3,38.1,0,0,0,1.3,1.5,83.3,2.8,3,5.8,1.8,0.5,1,1.5,38.1,44.4
1360,Walt Wesley,8,10.4,5.3,2.3,5.1,43.9,-,-,-,0.8,1.5,50,0,0,3.5,0.3,0,0,-,43.9,45.4
1363,Cory Joseph,82,14.5,5.2,2.1,4.5,46.1,0.3,1,32.5,0.7,1,75.9,0.3,1.2,1.5,1.7,0.5,0.1,0.7,49.6,52.7
1364,Jim Petersen,46,17.1,5.2,2.1,4.3,48.5,0,0,0,1,1.5,66.2,1.6,2.9,4.5,0.8,0.4,0.4,0.7,48.5,52.1
