#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,eFG%,TS%
1365,Howard Eisley,88,16.1,5.2,1.8,4.8,38.4,0.5,1.4,35.5,1.1,1.2,88.6,0.2,1.3,1.5,2.6,0.4,0.1,1.2,43.6,49.2
1366,Shannon Brown,55,13.9,5.2,1.9,4.6,42.2,0.5,1.5,34.1,0.9,1.2,72.7,0.4,1,1.3,0.7,0.5,0.2,0.6,47.8,51.4
1367,Tariq Abdul-Wahad,13,13.7,5.2,1.8,4.8,38.1,0,0.2,0,1.5,1.8,83.3,1.3,1.8,3.2,0.8,0.3,0.3,0.3,38.1,46.2
1367,Tom Abernethy,13,17.4,5.2,1.7,4.2,40.7,-,-,-,1.8,2.2,82.8,1.1,2.2,3.2,1.8,0.5,0.2,0,40.7,50.9
1367,Kenny Gattison,13,18.8,5.2,2.1,4.2,50,0,0,0,1.1,2.2,48.3,1.8,2.1,3.9,1,0.5,0.1,0.9,50,50.9
1370,Andrew Goudelock,9,11.2,5.2,2.3,5,46.7,0.3,1.3,25,0.2,0.2,100,0.1,0.8,0.9,0.3,0.6,0,0.8,50,51.2
1371,Mark West,95,18.5,5.2,2.1,3.7,56.6,0,0,0,1,1.7,57.7,1.6,2.8,4.4,0.4,0.3,1.3,0.9,56.6,58.1
1372,Pat Connaughton,63,18.6,5.2,1.9,4.3,44,1,3,34.6,0.3,0.4,78.6,0.8,3.2,4,1,0.3,0.3,0.4,56,57.5
1373,Darrell Walker,34,14.9,5.2,1.9,5.1,36.8,0,0,0,1.4,2.2,64.5,1.1,1.3,2.4,1.4,1,0.2,1.5,36.8,42.7
1374,Anthony Randolph,5,6,5.2,1.8,2.2,81.8,0,0,0,1.6,2.2,72.7,0,1.2,1.2,0,0.4,0,0.4,81.8,82.1
1375,Scott Williams,94,16,5.2,2.1,4.5,48,0,0,0,0.9,1.4,63.4,1.6,3,4.6,0.6,0.4,0.8,0.7,48,50.9
1376,Kurt Rambis,139,18.5,5.2,2,3.6,57.4,0,0,0,1.1,1.5,70.2,1.7,3.8,5.5,0.9,0.6,0.5,1,57.4,61
1377,Willie Green,36,15,5.2,2.1,4.9,41.8,0.3,1.2,25.6,0.8,1.1,71.1,0.2,1.1,1.3,0.9,0.3,0.1,0.6,44.9,48
1378,Jordan Farmar,73,15.7,5.2,1.9,4.9,38.9,0.8,2.1,35.5,0.6,0.8,79.3,0.2,1.3,1.5,1.6,0.6,0.1,1,46.6,49.5
1379,Mike Farmer,25,16.5,5.2,2.1,5.2,41.1,-,-,-,0.9,1.3,71.9,-,-,3.2,1.4,-,-,-,41.1,45.1
1380,Robert Pack,33,13.2,5.2,1.8,4.7,38.3,0.2,0.6,28.6,1.4,1.9,73,0.2,0.8,1.1,1.9,0.7,0.2,1.5,40.3,46.8
1381,Aaron Holiday,7,12.1,5.1,2,3.7,53.8,0.7,1.6,45.5,0.4,0.7,60,0.1,0.6,0.7,1.4,0.6,0,0.7,63.5,63.8
1382,Kendrick Perkins,143,23.6,5.1,2,4,50.2,0,0,0,1.1,1.6,66.2,1.9,4,5.9,0.7,0.4,1.1,1.5,50.2,54
1383,Gerald Green,68,11.8,5.1,1.8,4.7,38.9,1.1,2.9,37.4,0.4,0.5,84.4,0.2,1.5,1.7,0.2,0.2,0.2,0.4,50.5,52.4
1384,Carey Scurry,8,13.9,5.1,2.3,5.3,42.9,0.1,0.5,25,0.5,1.1,44.4,2.1,1.6,3.8,0.4,0.6,1.1,0.5,44,44.6
1384,Linton Townes,8,8.3,5.1,2.1,4.4,48.6,0.1,0.5,25,0.8,0.9,85.7,0.5,0.3,0.8,0.6,0,0,0.4,50,53.8
1386,Hubert Davis,49,16.8,5.1,1.9,4.6,40.9,0.6,1.7,37.3,0.7,1,75,0.2,0.7,0.9,0.9,0.2,0.2,1,47.8,51
1387,Gene Conley,33,14.6,5.1,2.1,5.7,37.4,-,-,-,0.9,1.4,61.7,-,-,6.7,0.3,-,-,-,37.4,40.7
1388,Negele Knight,17,11.6,5.1,2.1,4.9,42.2,0.1,0.4,16.7,0.9,1.1,84.2,0.3,0.5,0.8,1.6,0.2,0.1,0.8,42.8,47.6
1389,Zaid Abdul-Aziz,18,11.7,5.1,2.1,3.9,52.9,-,-,-,1,1.4,69.2,1,2.5,3.6,0.5,0.1,0.7,-,52.9,56.5
1390,Red Holzman,28,9.9,5.1,2,5.2,38.6,-,-,-,1.1,1.9,59.6,-,-,1.2,1.3,-,-,-,38.6,42.6
1391,David Wingate,59,15,5.1,2,4.4,45.4,0.3,0.7,43.2,0.7,1.1,66.7,0.6,1.3,1.9,1.6,0.6,0.1,0.7,49,51.7
1392,Hub Reed,21,15.2,5.1,2,5,40.6,-,-,-,1,1.4,70,-,-,4.9,0.8,-,-,-,40.6,44.9
1393,Rod Hundley,53,19.2,5.1,1.9,6,32,-,-,-,1.3,1.8,71.6,-,-,2.8,3,-,-,-,32,37.7
1394,Quinn Buckner,68,15.5,5.1,2.2,5,43.9,0,0.1,0,0.7,1.2,61,0.4,1.3,1.7,2.5,0.9,0,1.4,43.9,46.4
1395,Jerry Chambers,14,9.9,5.1,2.1,4.9,42,-,-,-,0.9,1.2,76.5,-,-,2.1,0.6,-,-,-,42,46.4
1395,Toby Kimball,14,16.9,5.1,2,4.8,41.8,-,-,-,1.1,1.9,55.6,-,-,5.9,0.4,-,-,-,41.8,45
1397,Elston Turner,43,17.1,5.1,2.3,4.7,48.5,0.1,0.1,75,0.5,0.8,63.6,1.2,1.8,3,2,0.8,0,0.8,49.3,50.8
1398,Fred Jones,33,20.1,5,1.7,4.3,39.7,0.8,1.8,42.6,0.8,1,87.5,0.2,2.1,2.3,1.3,0.6,0.3,1,48.9,53.5
1399,Maurice Ager,3,8,5,1.7,3,55.6,0.7,1,66.7,1,2,50,0.3,0.7,1,0,0,0,0,66.7,64.4
1399,Andris Biedrins,14,20.3,5,1.9,2.6,73,0,0,0,1.1,2.1,53.3,1.5,3.9,5.4,0.4,0.6,1.4,0.7,73,69.7
1399,Lazaro Borrell,2,13,5,2,3.5,57.1,0,0,0,1,2,50,1.5,4,5.5,0.5,0,0,0.5,57.1,57.1
1399,Bobby Brown,5,4.4,5,2,4,50,1,2.2,45.5,0,0,0,0,0.4,0.4,0.2,0,0,0,62.5,62.5
1399,Rodney Carney,6,14,5,2,5.2,38.7,0.8,1.7,50,0.2,0.3,50,0.5,0.7,1.2,0.8,1.2,0.3,0,46.8,47.1
1399,Jerry Eaves,11,12,5,2,4.2,47.8,0.1,0.3,33.3,0.9,1.2,76.9,0.3,0.6,0.9,1.2,0.5,0.2,0.6,48.9,53.2
1399,Al Eberhard,11,20.4,5,1.6,4.4,37.5,-,-,-,1.7,2.5,70.4,1.2,2,3.2,0.8,0.8,0.4,-,37.5,45.9
1399,Tyler Ennis,1,16,5,2,9,22.2,1,5,20,0,0,0,3,1,4,3,0,0,0,27.8,27.8
1399,Alan Henderson,36,14.2,5,1.9,3.6,54.7,0,0,0,1.1,1.6,71.4,1.4,1.4,2.8,0.3,0.2,0.3,0.7,54.7,59
1399,Keith Jennings,3,13,5,1.3,4.3,30.8,0.3,1.7,20,2,2.3,85.7,0.3,1.3,1.7,1.3,0.3,0,1.3,34.6,46.6
1399,Rusty LaRue,4,13.3,5,1.5,4,37.5,0.5,1.3,40,1.5,2.5,60,0,1.5,1.5,1.5,0.3,0,1,43.8,49
1399,Ron Livingstone,4,-,5,2,4.8,42.1,-,-,-,1,1.8,57.1,-,-,1,1.3,-,-,-,42.1,45.3
1399,De'Anthony Melton,8,15.3,5,1.8,5.6,31.1,1,3.9,25.8,0.5,0.9,57.1,0.5,2.1,2.6,1.1,0.3,0.5,0.8,40,41.6
1399,Gheorghe Muresan,3,23.3,5,1.3,3,44.4,0,0,0,2.3,2.7,87.5,0.7,5.3,6,0,0,1.3,3.7,44.4,59.9
1399,Estes Parham,2,-,5,2.5,6.5,38.5,-,-,-,0,0,0,-,-,-,3,-,-,-,38.5,38.5
1399,Stan Patrick,2,-,5,2,0,0,-,-,-,1,2,50,-,-,-,0,-,-,-,0,284.1
1399,Mel Payton,5,10.8,5,1.6,3.8,42.1,-,-,-,1.8,2,90,-,-,1.8,0.2,-,-,-,42.1,53.4
1399,Jakob Poeltl,22,15.6,5,2,3.5,57.7,0,0.1,0,0.9,1.4,66.7,2.1,2.5,4.6,0.8,0.3,0.5,0.5,57.7,60.3
1399,Naz Reid,3,11.7,5,1,3,33.3,0.7,1.3,50,2.3,2.3,100,0.7,3.3,4,0,0.3,1.3,1.7,44.4,62.1
1399,JaKarr Sampson,4,12.5,5,2.5,4,62.5,0,0,0,0,0,0,0.3,3,3.3,1,0.5,0,0.5,62.5,62.5
1399,Ken Sears,9,9.8,5,1.8,4.1,43.2,-,-,-,1.4,1.7,86.7,-,-,3.2,1,-,-,-,43.2,51.6
1399,Nick Shaback,3,-,5,2,7.3,27.3,-,-,-,1,1.7,60,-,-,-,0,-,-,-,27.3,31
1399,Talvin Skinner,15,19.8,5,1.7,3.9,42.4,-,-,-,1.7,2.3,73.5,1.1,2.4,3.5,1.3,0.9,0.3,-,42.4,50.7
1399,Art Spoelstra,3,9.3,5,2.3,4.7,50,-,-,-,0.3,0.3,100,-,-,3,0,-,-,-,50,51.9
1399,Anderson Varejao,88,19.2,5,1.9,3.8,48.8,0,0.1,0,1.3,2,61.8,1.8,3,4.8,0.6,0.8,0.5,0.7,48.8,52.8
1399,Win Wilfong,16,13,5,1.6,5.5,29.5,-,-,-,1.8,2.4,71.8,-,-,2.9,1.8,-,-,-,29.5,38
1399,Bill Willoughby,24,18.6,5,1.8,5,36.4,0,0,0,1.3,1.8,76.2,1.4,2.5,3.9,1,0.6,0.8,1,36.4,43
1399,Omer Yurtseven,1,5,5,2,3,66.7,0,1,0,1,2,50,0,1,1,0,0,0,0,66.7,64.4
1427,Nate McMillan,98,22.3,5,1.9,4.9,38.1,0.4,1.3,28.9,0.9,1.4,63.2,1,2.5,3.5,5.2,1.3,0.4,1.4,41.9,45.2
1428,Sasha Vujacic,65,14.7,5,1.6,4.4,36.6,1,2.5,38.4,0.8,0.9,87.9,0.4,1.3,1.6,0.6,0.4,0.1,0.6,47.6,51.8
1429,Maurice Evans,56,16.7,5,1.9,4.2,44.7,0.7,1.8,39.2,0.5,0.6,77.1,0.5,0.9,1.5,0.5,0.5,0.1,0.4,53.2,55.3
1430,Darren Daye,34,10.9,5,1.9,3.5,53.8,0,0,0,1.2,1.7,71.9,0.6,0.9,1.5,0.8,0.4,0.1,0.9,53.8,58.6
1431,Larry Spriggs,30,9.9,5,1.8,3.5,51.9,0,0.1,0,1.3,1.7,76.5,0.7,1.6,2.3,1.3,0.2,0.2,1.1,51.9,58
1432,Devean George,86,17.2,5,1.8,4.7,39.5,0.7,2.1,32.6,0.6,0.9,67.5,0.7,2,2.7,0.7,0.7,0.3,0.6,46.9,49.2
1433,Medford Park,26,16.1,5,1.5,4.7,31.4,-,-,-,2,3,68.8,-,-,2.8,1.3,-,-,-,31.4,41.6
1434,Furkan Korkmaz,22,12.5,5,1.7,4.5,37.4,0.8,2.7,30.5,0.8,1.1,70.8,0.2,1.5,1.6,0.7,0.4,0.2,0.4,46.5,49.7
1434,Foots Walker,22,15,5,1.9,4.4,42.3,0,0,0,1.2,1.5,81.8,0.6,1,1.6,2.9,0.6,0.2,1.3,42.3,48.9
1436,Ime Udoka,21,16.2,5,1.9,4.3,44,0.8,2.3,35.4,0.3,0.6,58.3,0.7,2.6,3.3,1,0.7,0.1,0.6,53.3,54
1437,Eddie Miles,20,13.8,5,2.1,5.5,38.7,-,-,-,0.7,0.8,76.5,-,-,1.8,0.8,-,-,-,38.7,41.8
1438,Amir Johnson,54,13.9,4.9,2.1,3.4,63.7,0,0.2,11.1,0.6,1,65.4,1.3,2.1,3.5,0.6,0.2,0.5,0.8,64,65.2
1438,Felton Spencer,36,21.4,4.9,1.9,4.4,44.3,0,0,0,1.1,1.6,64.4,2.4,2.8,5.3,0.3,0.2,1.2,1.2,44.3,48.4
1440,Mike Miller,94,16.5,4.9,1.8,4.4,39.9,1,2.6,39.4,0.4,0.5,84.1,0.3,2.2,2.5,0.9,0.4,0.1,0.6,51.6,53.5
1441,Justin Anderson,15,10.4,4.9,1.7,3.8,43.9,0.7,2.1,35.5,0.9,1.2,72.2,0.7,1.8,2.5,0.7,0.3,0.3,0.6,53.5,57
1441,Joe Holup,15,17.2,4.9,1.6,5.7,28.2,-,-,-,1.7,2.3,74.3,-,-,4.3,0.5,-,-,-,28.2,36.9
1443,Michael Cage,53,20.8,4.9,2.1,4.1,52.3,0,0,0,0.7,1.3,49.3,2.4,3.3,5.7,0.6,0.7,0.6,0.7,52.3,52.8
1444,Kyle Anderson,38,15.9,4.9,2.1,4.2,49.1,0.2,0.8,23.3,0.6,0.8,75.9,0.7,2.5,3.2,1.5,1,0.2,0.5,51.2,53.8
1445,Zaza Pachulia,75,16.3,4.9,1.6,3.6,44.3,0,0,0,1.7,2.3,73.5,1.6,2.9,4.4,0.8,0.5,0.3,0.9,44.3,52.8
1446,Grayson Allen,9,18.9,4.9,1.7,5.1,32.6,0.9,3.1,28.6,0.7,1.1,60,0.4,1.6,2,0.2,0.2,0.2,0.2,41.3,43.7
1446,AJ Price,9,9.7,4.9,1.6,4.1,37.8,0.8,1.8,43.8,1,1.1,90,0.3,0.7,1,0.8,0.3,0,0.8,47.3,53.1
1446,Bobby Simmons,9,21.2,4.9,2.1,5.7,37.3,0.7,1.8,37.5,0,0,0,0.4,1.7,2.1,1.1,1,0.1,0.8,43.1,43.1
1449,Dante Exum,17,11.6,4.9,1.8,4,45.6,0.4,1.1,31.6,0.9,1.1,83.3,0.4,0.8,1.2,1.1,0.4,0.1,1.1,50,54.7
1450,Carlos Delfino,41,15.5,4.9,1.8,4.7,37.3,0.8,2.5,33.7,0.5,0.6,84.6,0.4,1.8,2.2,1.2,0.4,0.1,0.8,46.1,48.9
1451,Ollie Johnson,16,13.1,4.9,2.1,4.8,42.9,0,0.1,0,0.8,0.8,100,0.8,1.1,1.9,0.6,0.6,0.4,0.2,42.9,47.4
1451,Irv Torgoff,8,-,4.9,1.6,10.5,15.5,-,-,-,1.6,2.4,68.4,-,-,-,0.9,-,-,-,15.5,21.1
1451,Jiri Welsch,8,14.9,4.9,1.6,3.4,48.1,0.1,0.5,25,1.5,1.6,92.3,0,1.9,1.9,1.4,0.4,0,1,50,59.6
1454,Willie White,14,10.3,4.9,2.1,4.6,45.3,0.2,0.5,42.9,0.5,0.9,58.3,0.7,0.7,1.4,1.6,0.4,0,1.3,47.7,49.1
1455,Shandon Anderson,74,17.2,4.9,1.8,4,44.6,0.2,0.6,35.4,1,1.5,69.7,0.9,1.7,2.6,0.9,0.4,0.1,1,47.5,51.9
1456,Bob Sura,13,17.8,4.8,1.8,4.2,42.6,0.5,1.2,46.7,0.8,1.2,66.7,0.5,1.9,2.4,1.6,0.7,0,1.3,49.1,52
1457,Anthony Johnson,100,15.7,4.8,1.8,4.3,40.4,0.4,1.1,32.1,1,1.4,72.1,0.3,1.3,1.6,2.2,0.5,0.1,0.8,44.6,49.1
1457,Jerome Williams,25,20.3,4.8,1.9,4,47,0,0,0,1.1,2,52.9,2.2,3.2,5.4,0.9,1.1,0.3,0.7,47,49.4
1459,Hakim Warrick,6,12.3,4.8,1,4.5,22.2,0,0.3,0,2.8,3.3,85,0.7,1.3,2,0,0.2,0,1,22.2,40.5
1460,Andrew Bogut,77,19.3,4.8,2.2,3.9,57.3,0,0,0,0.3,0.8,39.7,2.1,4.6,6.7,1.6,0.5,1.2,1.1,57.3,56.3
1461,Rumeal Robinson,16,13.5,4.8,2,4.9,41,0.4,1.1,33.3,0.4,0.8,58.3,0.3,0.8,1,2.8,0.6,0,1.8,44.9,46.2
1462,Rod Derline,10,10.5,4.8,2,4.3,46.5,-,-,-,0.8,0.9,88.9,0.2,1.5,1.7,0.8,0.3,0,-,46.5,51.1
1462,Michael Kidd-Gilchrist,10,14.6,4.8,1.8,4.1,43.9,0.2,1,20,1,1.6,62.5,1,2.2,3.2,0.9,0.1,0.3,0.9,46.3,50
1462,Bob Nash,5,12.8,4.8,1.6,5.4,29.6,-,-,-,1.6,2,80,1.2,1,2.2,0,0,0.8,1.4,29.6,38.2
1465,James Johnson,24,13.3,4.8,1.8,3.8,46.7,0.5,1.2,46.4,0.8,1.4,54.5,0.5,1.8,2.3,1.3,0.4,0.3,0.8,53.9,55
1466,Elliot Perry,19,9.8,4.8,1.8,3.8,46.6,0.1,0.3,33.3,1.1,1.4,77.8,0.2,0.6,0.8,1.5,0.5,0,0.5,47.9,53.6
1467,Randy Breuer,60,14.5,4.8,1.9,3.7,51.6,0,0,0,0.9,1.6,60,0.9,2.2,3.1,0.4,0.4,0.7,0.5,51.6,54.2
1468,Darius Miller,9,18,4.8,1.6,3.8,41.2,1,2.7,37.5,0.7,0.7,100,0.2,2,2.2,1.2,0.6,0,0.7,54.4,58.7
1468,Etan Thomas,18,14,4.8,1.8,3.3,55.9,0,0,0,1.1,2.1,54.1,1,2.8,3.8,0.2,0.2,0.7,0.9,55.9,57.1
1470,Jerry Fleishman,22,13,4.8,1.7,6,28.2,-,-,-,1.4,2.2,63.3,-,-,2.5,0.9,-,-,-,28.2,34.4
1471,Edward Davis,21,14.2,4.8,1.8,3.9,46.3,-,-,-,1.1,1.2,92.3,0.5,1.7,2.2,0.8,0.3,0.1,-,46.3,53.5
1472,Bill Garnett,8,9.3,4.8,1.9,3.8,50,0.1,0.1,100,0.9,1,87.5,1.3,1.5,2.8,0.5,0,0.3,0.1,51.7,56.7
1472,Salah Mejri,4,19,4.8,1.8,2.5,70,0,0,0,1.3,3,41.7,1.3,2,3.3,0.3,0.8,1.3,0,70,62.2
1472,Xavier Munford,4,22.3,4.8,2.3,7,32.1,0.3,2,12.5,0,0.5,0,0.3,2,2.3,2.5,1.5,0.8,1.3,33.9,32.9
1472,Michael Smith,4,21.8,4.8,1.8,3,58.3,0,0,0,1.3,2.8,45.5,1.8,3.8,5.5,2,0.3,0.5,0.5,58.3,56.4
1472,Brooks Thompson,8,7.4,4.8,1.6,3.1,52,0.5,1.3,40,1,1.4,72.7,0.5,0.4,0.9,1.3,0,0.3,1.4,60,63.7
1472,Frank Williams,4,18.5,4.8,1.5,5.5,27.3,1,3.3,30.8,0.8,1.3,60,0.3,0.3,0.5,1.3,0.8,0,1,36.4,39.3
1478,Jason Maxiell,35,16.6,4.7,1.9,3.1,62.6,0,0,0,0.9,1.8,50,1.1,2.1,3.3,0.6,0.6,0.9,0.5,62.6,61.4
1478,Dick Schnittker,35,14.3,4.7,1.3,3.9,33.3,-,-,-,2.2,3,73.1,-,-,2.4,0.7,-,-,-,33.3,45.9
1480,Kent Benson,29,14.9,4.7,1.9,4,48.3,0,0,0,0.9,1.2,69.4,0.9,2.3,3.2,0.5,0.6,0.5,0.6,48.3,52
1481,Rickey Brown,7,14,4.7,1.6,3.4,45.8,0,0,0,1.6,2,78.6,0.7,2.4,3.1,0.3,0,0.1,0.7,45.8,54.7
1481,Nick Jones,7,12,4.7,1.1,4,28.6,-,-,-,2.4,2.9,85,-,-,0.7,1,-,-,-,28.6,44.8
1483,Erick Dampier,61,21.7,4.7,1.8,3.4,54.1,0,0,0,1,2,52.5,2.9,3.2,6.1,0.4,0.4,1,1,54.1,55.2
1484,J.R. Bremer,10,14.7,4.7,1.6,5.6,28.6,0.8,3.2,25,0.7,0.8,87.5,0,1.5,1.5,1.2,0.3,0,0.8,35.7,39.5
1485,Khem Birch,13,17.1,4.7,1.7,3.2,53.7,0.1,0.2,50,1.2,1.4,88.9,1.5,3.2,4.6,1,0.2,0.4,0.9,54.9,62.3
1486,Marc Iavaroni,43,16.8,4.7,1.8,3.5,50.3,0,0.1,25,1.1,1.6,71.6,1.2,1.9,3.1,1.4,0.4,0.3,1.1,50.7,55.7
1487,Cliff Barker,9,-,4.7,1.8,5.6,32,-,-,-,1.1,2,55.6,-,-,5,2.6,-,-,-,32,36.3
1487,Ben Coleman,3,7.7,4.7,2,2.7,75,0,0,0,0.7,0.7,100,0.7,1,1.7,0,0.3,0,0.3,75,78.8
1487,Todd Day,9,11.1,4.7,1.8,3.9,45.7,0.6,1.8,31.3,0.6,1.1,50,0.7,0.4,1.1,0.4,0.4,0.1,0.4,52.9,53.3
1487,Thomas Gardner,3,6.3,4.7,1.7,4.3,38.5,1,2,50,0.3,0.3,100,0,0.7,0.7,0.7,0.3,0,0,50,52.1
1487,Jaylen Hoard,3,13.7,4.7,2.3,4,58.3,0,0,0,0,0,0,1.7,1.3,3,0.3,0,0,0.7,58.3,58.3
1487,Markus Howard,9,12.4,4.7,1.7,4.1,40.5,1.2,2.9,42.3,0.1,0.2,50,0.1,0.7,0.8,0.4,0,0.1,0,55.4,55.4
1487,Kevin Restani,9,13.1,4.7,2.1,4,52.8,0,0.1,0,0.4,1,44.4,0.9,1.7,2.6,0.4,0.1,0.2,0.5,52.8,52.6
1487,Anfernee Simons,15,13.4,4.7,1.5,3.9,37.9,1.1,2.3,50,0.6,0.7,81.8,0.3,1.5,1.8,1,0.6,0.1,0.3,52.6,55.7
1487,Khyri Thomas,3,5,4.7,2,4,50,0.3,1.3,25,0.3,0.3,100,0,0.7,0.7,0,0.7,0,0,54.2,56.3
1487,Billy Thompson,3,9,4.7,2,3.7,54.5,0,0,0,0.7,0.7,100,1,1,2,0.7,1.3,0,0,54.5,58.9
1497,Torrey Craig,57,17.4,4.6,1.7,3.9,43.9,0.8,2,37.1,0.5,0.7,61.9,0.9,2.5,3.5,0.6,0.3,0.4,0.5,53.6,54.9
1498,Charles Dudley,36,16.9,4.6,1.6,3.3,47.5,-,-,-,1.5,2.3,65.5,1.2,1.4,2.5,3.4,0.9,0.1,-,47.5,53.9
1499,Sasha Pavlovic,52,16.6,4.6,1.8,4.7,38.6,0.5,1.6,33.3,0.5,0.9,53.3,0.4,1.2,1.6,0.7,0.5,0.1,0.9,44.1,45.3
1500,Terance Mann,32,12.7,4.6,1.8,3.4,51.4,0.5,1.2,41,0.6,0.9,71.4,0.5,1.3,1.8,0.5,0.3,0.2,0.2,58.7,61
1501,Joel Kramer,28,13.7,4.6,1.8,3.3,53.8,0,0,0,1,1.5,70.7,0.9,1.9,2.8,0.9,0.4,0.3,0.6,53.8,58.1
1501,E'Twaun Moore,28,12.9,4.6,1.9,4.3,44.2,0.4,1.2,33.3,0.4,0.6,66.7,0.2,1.2,1.4,1,0.3,0.1,0.5,48.8,50.4
1503,Mario Hezonja,5,13.6,4.6,1.8,4.4,40.9,0.4,1.4,28.6,0.6,0.8,75,0.4,2.8,3.2,1.2,0.6,0,0.6,45.5,48.4
1504,Andrew Lang,42,16.3,4.6,1.6,3.6,44.4,0,0,0,1.4,1.8,77,1,2.2,3.2,0.3,0.4,1.2,0.9,44.4,52
1505,Jumaine Jones,29,16.7,4.6,1.9,4.6,41,0.3,1.2,22.2,0.5,0.7,71.4,1.2,1.8,3.1,0.7,0.3,0.4,0.5,44,46.4
1506,Speedy Claxton,30,12.6,4.6,1.7,3.9,42.7,0,0,0,1.2,1.7,74,0.3,1.3,1.5,2,0.7,0.2,0.9,42.7,49.3
1507,Steve Blake,53,20.5,4.6,1.7,4.2,39.8,1,2.5,38.8,0.3,0.4,70,0.3,1.7,2,2.5,0.5,0.1,1,51.6,52.7
1508,Delon Wright,34,13.3,4.6,1.6,3.4,46.6,0.4,1.1,37.8,1,1.3,76.7,0.4,1,1.4,1.6,0.9,0.3,0.7,52.6,57.4
1509,Keyon Dooling,63,12.7,4.6,1.7,3.8,44.2,0.5,1.4,38.4,0.7,0.8,82.4,0.1,0.7,0.8,0.9,0.3,0.1,0.4,51,54.7
1509,Randy Foye,27,17.8,4.6,1.6,4.3,37.4,0.8,2.1,37.9,0.6,0.6,88.2,0.2,1.3,1.6,1.1,0.3,0.2,0.9,47,50.2
1511,Wes Matthews,38,10.1,4.6,1.8,3.7,48.2,0,0.2,11.1,0.9,1.2,80,0.1,0.4,0.5,1.7,0.4,0.1,1.1,48.6,53.8
1512,Double D Davis,11,12.9,4.5,1.5,3.4,43.2,-,-,-,1.6,2,81.8,0.8,1.7,2.5,0.9,0.3,0.4,-,43.2,53.6
1512,Mike James,33,11.9,4.5,1.6,3.8,42.5,0.2,0.8,28.6,1,1.3,81,0.3,0.9,1.2,1.2,0.4,0.1,0.8,45.7,51.6
1512,Harthorne Wingo,11,9.5,4.5,1.9,4.3,44.7,-,-,-,0.7,1.1,66.7,1.4,1.8,2.9,0.7,0.6,0,-,44.7,47.8
1515,Greg Anderson,17,16.1,4.5,1.8,3.8,47.7,0,0,0,0.9,1.8,48.4,0.9,3.2,4.1,0.3,0.4,0.7,1.1,47.7,49
1516,Sam Mitchell,59,14.5,4.5,1.7,4.2,39.8,0.1,0.5,20.7,1.1,1.4,81.3,0.7,1.5,2.2,0.6,0.2,0.2,0.7,41.1,47.5
1517,Eric Maynor,23,12.9,4.5,1.5,4.2,36.1,0.4,1.3,32.3,1,1.3,80,0.3,1.1,1.3,2,0.4,0,0.9,41.2,47.2
1518,Mike D'Antoni,4,10.5,4.5,1.8,3.5,50,-,-,-,1,1,100,0.5,1.3,1.8,0.3,1,0.3,-,50,57.1
1518,Dewayne Dedmon,18,10.1,4.5,1.6,2.8,58,0.1,0.3,20,1.2,2.1,57.9,1.9,2.5,4.4,0.5,0.2,0.3,0.9,59,60.7
1518,Larry Demic,2,18.5,4.5,2,2.5,80,0,0,0,0.5,1,50,2.5,1,3.5,0,0,0.5,0,80,76.5
1518,Wes Iwundu,10,13.6,4.5,1.2,3.8,31.6,0.7,1.6,43.8,1.4,1.7,82.4,0.1,1.7,1.8,0.8,0.6,0.2,0.5,40.8,49.5
1518,Bobby Lewis,6,10.5,4.5,2.2,5.2,41.9,-,-,-,0.2,0.5,33.3,-,-,0.8,1,-,-,-,41.9,41.8
1518,Jordan McRae,2,2,4.5,2,2,100,0.5,0.5,100,0,0,0,0,1,1,0,0,0,0,112.5,112.5
1518,Gene Rhodes,2,25.5,4.5,2,7,28.6,-,-,-,0.5,2,25,-,-,3.5,2.5,-,-,-,28.6,28.6
1518,Scott Skiles,2,11.5,4.5,2,4,50,0,1,0,0.5,0.5,100,0.5,0,0.5,1.5,0,0,2.5,50,53.3
1526,Brad Wanamaker,21,13.8,4.5,1.5,3.2,47.8,0.6,1.3,46.4,0.8,1,85,0.1,1.5,1.6,1.6,0.7,0.2,1,57.5,62
1527,Lou Dampier,15,16.4,4.5,1.9,4.5,43.3,-,-,-,0.6,1,60,0.1,0.9,1,2.1,0.5,0.3,0.4,43.3,45.5
1528,Anthony Carter,39,18,4.5,2,4.6,43,0.1,0.7,14.8,0.4,0.6,69.6,0.6,1.9,2.5,3.2,0.8,0.2,1.3,44.1,46
1529,Greg Anthony,102,15.7,4.5,1.5,4.2,36.2,0.6,1.9,29.4,0.9,1.4,64.3,0.3,0.9,1.2,2.3,0.8,0.2,0.9,42.9,46.8
1530,Ivan Johnson,11,14.7,4.5,1.5,3.8,40.5,0,0.1,0,1.4,2.1,65.2,1.5,1.9,3.4,0.3,0.6,0.3,0.8,40.5,47
1531,Beno Udrih,53,11.3,4.5,1.7,4.4,38.8,0.4,1.4,26,0.7,0.9,80.4,0.2,0.8,1,1.2,0.3,0,0.7,42.9,46.8
1532,Keith Bogans,36,18.8,4.4,1.5,4.1,37.2,1.1,3.1,36.9,0.3,0.4,60,0.3,1.7,1.9,0.8,0.4,0.1,0.5,51,51.7
